kaynak,bolum,kac_kez,hadis_meali_hutbede_gecen,tema,tarih,hutbe_basligi
Tirmizî,Radâ,9,"Sizin hanımlarınız üzerinde hakkınız olduğu gibi, hanımlarınızın da sizin üzerinizde hakları vardır.","Aile, Çocuk ve Nesil",15.11.2019,PEYGAMBERİMİZ VE AİLE
Tirmizî,Radâ,9,Sizin en hayırlılarınız hanımlarına karşı en iyi davrananınızdır,"Aile, Çocuk ve Nesil",25.11.2011,"EŞİMİZ, EVLADIMIZ, ANNEMİZ: KADIN"
Tirmizî,Radâ,9,Müminlerin iman bakımından en olgun olanları ahlakı en güzel olanlarıdır.,"İman, Tevhid ve Ahiret",27.07.2018,İMAN-AMEL İLİŞKİSİ
Tirmizî,Radâ,9,Dikkat edin! Sizin kadınlar üzerinde hakkınız olduğu gibi onların da sizin üzerinizde hakları vardır.,Peygamberimiz ve Ashab,29.08.2025,ÂLEMLERE RAHMET HZ. MUHAMMED (S.A.S)
Buhârî,Cihâd,8,Namaza attığınız her adım sadakadır.,"Ahlak, Erdem ve Söz",04.04.2014,DOĞRULUK VE SADAKA
Buhârî,Cihâd,8,Güzel söz sadakadır.,"Ahlak, Erdem ve Söz",07.02.2025,"DİL, İNSANIN YA CENNETİ YA DA CEHENNEMİDİR"
Buhârî,Cihâd,8,"Cennete giren hiçbir kimse, yeryüzündeki her şey kendisinin olsa bile dünyaya bir daha dönmeyi arzu etmez. Ancak şehit bunun dışındadır. O cennette gördüğü yüksek itibar ve ikram sebebiyle tekrar dünyaya dönmeyi ve on defa şehit olmayı ister.","Vatan, Millet ve Tarih",13.03.2015,ÇANAKKALE ŞEHİTLERİNE…
Buhârî,Cihâd,8,"Cennete giren hiçbir kimse, yeryüzündeki her şey kendisinin olsa bile dünyaya geri dönmeyi arzu etmez. Ancak şehit, cennette gördüğü aşırı itibar ve ikram sebebiyle tekrar dünyaya dönmeyi ve on defa şehit olmayı ister.","Vatan, Millet ve Tarih",15.03.2013,ŞEHİTLİK VE ÇANAKKALE
Buhârî,Cihâd,8,"Cennete giren hiçbir kimse, yeryüzündeki her şey kendisinin olsa bile dünyaya geri dönmeyi arzu etmez. Sadece şehit, gördüğü itibar ve ikram sebebiyle tekrar dünyaya dönmeyi ve onlarca kez yeniden şehit olmayı ister.","Vatan, Millet ve Tarih",15.03.2019,ÇANAKKALE ZAFERİ VE BİRLİK RUHU
Buhârî,Cihâd,8,"Cennete giren hiçbir kimse, yeryüzündeki her şey kendisinin olsa bile dünyaya geri dönmeyi arzu etmez. Sadece şehit, gördüğü itibar ve ikram sebebiyle tekrar dünyaya dönmeyi ve onlarca kez yeniden şehit olmayı ister.","Vatan, Millet ve Tarih",18.03.2022,ÇANAKKALE ZAFERİ: BİR MİLLETİN YENİDEN DİRİLİŞİ
Buhârî,Cihâd,8,"Gönül alıcı söz, sadakadır.","Ahlak, Erdem ve Söz",22.05.2026,SÖZ AHLAKI VE SOSYAL MEDYA
Buhârî,Cihâd,8,"Cennete giren hiçbir kimse, yeryüzündeki her şey kendisinin olsa bile dünyaya geri dönmeyi arzu etmez. Ancak şehit, cennette gördüğü aşırı itibar ve ikram sebebiyle tekrar dünyaya dönmeyi ve on defa şehit olmayı ister.","Vatan, Millet ve Tarih",26.01.2018,BİRLİK VE BERABERLİK RUHU
Buhârî,Nikâh,8,Rızaları olmadan kızlarınızı evlendirmeyin!,"Aile, Çocuk ve Nesil",05.01.2018,DÜNYADAKİ CENNETİMİZ: AİLE
Buhârî,Nikâh,8,"Ey genç topluluğu, aranızdan evlenmeye gücü yetenler evlensin.","Aile, Çocuk ve Nesil",07.06.2019,"AİLE OLMAK, AİLE KALMAK"
Buhârî,Nikâh,8,"evlenmek, gözü haramdan çevirmek ve iffeti korumak için en iyi yoldur.","Aile, Çocuk ve Nesil",07.06.2019,"AİLE OLMAK, AİLE KALMAK"
Buhârî,Nikâh,8,"Ey genç topluluğu! Aranızdan evlenmeye gücü yetenler evlensin. Çünkü evlenmek, gözü haramdan korumak ve iffeti muhafaza etmek için en iyi yoldur.","Aile, Çocuk ve Nesil",10.06.2022,BİR YUVA KURALIM
Buhârî,Nikâh,8,"Evlenmek, gözü haramdan çevirmek ve iffeti korumak için en iyi yoldur.","Aile, Çocuk ve Nesil",12.09.2025,PEYGAMBERİMİZ VE AİLE AHLAKI
Buhârî,Nikâh,8,"…Evlenmek, gözü haramdan korumak, iffeti muhafaza etmek için en iyi yoldur…","Aile, Çocuk ve Nesil",16.05.2025,"AİLE: GÜVEN, SADAKAT VE MERHAMET YUVASI"
Buhârî,Nikâh,8,Bir koyunla dahi olsa düğün yemeği ver.,"Aile, Çocuk ve Nesil",20.07.2018,DÜĞÜN ÂDÂBI
Buhârî,Nikâh,8,"Biz Peygamber(sas) zamanında hakkımızda vahiy indirilir korkusuyla, hanımlarımıza kaba davranmaktan ve onları incitici söz söylemekten çekinirdik. Maalesef Efendimizin(sas) vefatından sonra aynı duyarlılığı gösteremez olduk.","Aile, Çocuk ve Nesil",25.11.2011,"EŞİMİZ, EVLADIMIZ, ANNEMİZ: KADIN"
Buhârî,İlim,8,"Ey insanlar! Bu Zilhicce ayınız, bu Mekke şehriniz, bu arefe gününüz nasıl mukaddes ise canlarınız, mallarınız, ırzlarınız, şeref ve namusunuz da aynı şekilde mukaddestir, dokunulmazdır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",01.11.2024,HER CANIN DOKUNULMAZLIĞI VARDIR
Buhârî,İlim,8,"Kolaylaştırın, zorlaştırmayın! Müjdeleyin, nefret ettirmeyin!","Toplumsal Dayanışma, Merhamet ve Kardeşlik",01.12.2023,"İNSAN, ÖZÜ İTİBARİYLE DEĞERLİDİR"
Buhârî,İlim,8,"Kolaylaştırın, zorlaştırmayın! Müjdeleyin, nefret ettirmeyin!","Aile, Çocuk ve Nesil",02.07.2021,DÜĞÜNLERİMİZDE NEBEVÎ ÖLÇÜYE RİAYET EDELİM
Buhârî,İlim,8,"Ey insanlar! Bu Zilhicce ayınızda, bu Mekke şehrinizde, bu Kurban Bayramı gününüz nasıl mukaddes ise kanlarınız, mallarınız ve ırzlarınız da aynı şekilde mukaddestir.","Aile, Çocuk ve Nesil",05.07.2019,"NESLİN KORUNMASI: ERDEMLİ BİR NESİL, HUZURLU BİR GELECEK"
Buhârî,İlim,8,"Kolaylaştırın, zorlaştırmayın; müjdeleyin, nefret ettirmeyin!","Aile, Çocuk ve Nesil",10.06.2022,BİR YUVA KURALIM
Buhârî,İlim,8,"Bu Zilhicce ayınız, bu Mekke şehriniz, bu arefe gününüz nasıl mukaddes ise, kanlarınız, mallarınız ve ırzlarınız da aynı şekilde mukaddestir, dokunulmazdır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",13.09.2019,HER CAN DOKUNULMAZDIR
Buhârî,İlim,8,"Ey insanlar! Bu Zilhicce ayınız, bu Mekke şehriniz, bu gününüz nasıl mukaddes ise kanlarınız, mallarınız, ırzlarınız, şeref ve namusunuz da aynı şekilde mukaddestir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",19.11.2021,ŞİDDET İNSAN ONURUYLA ASLA BAĞDAŞMAZ
Buhârî,İlim,8,"Kolaylaştırınız, zorlaştırmayınız. Müjdeleyiniz, nefret ettirmeyiniz.","Sabır, Tevekkül ve Manevi Olgunluk",21.08.2020,"MÜMİN: HAKKIN TEMSİLCİSİ, HAKİKATİN DAVETÇİSİ"
Dârimî,Mukaddime,8,"Ya öğreten ol, ya öğrenen ol, ya dinleyen ol, ya da ilmi destekleyen ol. Beşincisi olma, helâk olursun!","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",05.09.2025,İLİM HAKKI BİLMEKTİR
Dârimî,Mukaddime,8,"Ben, bir öğretmen olarak gönderildim.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",06.09.2024,"İLİM VE EĞİTİM, AHLAKLA YÜCELİR"
Dârimî,Mukaddime,8,"Ben, bir öğretmen olarak gönderildim.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",08.09.2023,"İLİM YOLU, CENNET YOLUDUR"
Dârimî,Mukaddime,8,"Ya öğreten ol, ya öğrenen ol, ya dinleyen ol, ya da ilmi destekleyen ol. Beşincisi olma, helâk olursun!","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",08.09.2023,"İLİM YOLU, CENNET YOLUDUR"
Dârimî,Mukaddime,8,"Ya öğreten ol, ya öğrenen ol, ya dinleyen ol, ya da ilmi destekleyen ol. Beşincisi olma, helâk olursun!","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",18.01.2019,MÜSLÜMANLAR İLİM VE MEDENİYETİN ÖNCÜLERİDİR
Dârimî,Mukaddime,8,Ben ancak bir muallim olarak gönderildim.,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",22.11.2024,"İLİM İZZETE, ŞİDDET ZİLLETE GÖTÜRÜR"
Dârimî,Mukaddime,8,Ben ancak bir muallim olarak gönderildim.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",24.11.2023,"İSLAM, ŞEFKAT VE MERHAMETİ EMREDER"
Dârimî,Mukaddime,8,"Allah, bizden bir söz işitip, onu işittiği gibi başkasına ulaştıran kişinin yüzünü ak etsin.","Ahlak, Erdem ve Söz",25.09.2026,TEBLİĞ SORUMLULUĞUMUZ
Beyhakî,Şüabü’l-îmân,7,"Allah Teâlâ, işinizi en güzel şekilde yapmanızdan hoşnut olur","Ekonomik Hayat: Kazanç, Zekat ve İsraf",01.05.2026,ALIN TERİ MUKADDESTİR
Beyhakî,Şüabü’l-îmân,7,"Namaz, dinin direğidir.",İbadet ve Kulluk,09.12.2022,HAYDİ NAMAZA! HAYDİ KURTULUŞA!
Beyhakî,Şüabü’l-îmân,7,"Allah Teâlâ, sizden birinin yaptığı işi en güzel şekilde yapmasından memnun kalır.","Ahlak, Erdem ve Söz",10.11.2023,AZİM VE GAYRET SAHİBİ BİR MÜMİN OLABİLMEK
Beyhakî,Şüabü’l-îmân,7,"Allah Teâlâ, birinizin yaptığı işi en iyi şekilde yapmasından memnun kalır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",20.08.2021,MÜSLÜMAN İŞİNİ SAĞLAM VE GÜZEL YAPAR
Beyhakî,Şüabü’l-îmân,7,Namaz dinin direğidir.,"Kandiller, Muharrem ve Mübarek Geceler",24.01.2025,"MİRACIN HEDİYESİ, DİNİMİZİN DİREĞİ NAMAZ"
Beyhakî,Şüabü’l-îmân,7,"Allah Teâlâ, işinizi en güzel şekilde yapmanızdan hoşnut olur.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",26.04.2024,HER İŞİN BİR AHLAKI VARDIR
Beyhakî,Şüabü’l-îmân,7,"Allah Teâlâ, birinizin yaptığı işi en güzel şekilde yapmasından memnun kalır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",28.04.2023,İŞ AHLAKI: TOPLUMSAL HUZURUN KAYNAĞI
Buhârî,Zekât,7,…Her kim şu kız çocuklarını yetiştirirken birtakım zorluklara katlanırsa bu kızlar onun için cehennem ateşine siper olur,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.03.2018,"İSLAM'DA KADIN: ADALET, MERHAMET VE HAKKANİYET"
Buhârî,Zekât,7,Mazlumun bedduasından sakın! Çünkü onunla Allah arasında hiçbir perde yoktur.,Peygamberimiz ve Ashab,13.12.2024,HER ZORLUKTAN SONRA KOLAYLIK VARDIR
Buhârî,Zekât,7,...Mazlumun bedduasından sakın. Çünkü onunla Allah arasında perde yoktur.,İslam Coğrafyası ve Küresel Meseleler,18.05.2018,DİNMEYEN YARAMIZ: KUDÜS
Buhârî,Zekât,7,"Dünya malı, tatlı ve çekicidir. Kim onu tok gözlü bir şekilde alırsa o mal bereketlenir. Kim de onu açgözlülük ve ihtirasla alırsa bereketi kaybolur.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",18.08.2017,ALIŞVERİŞ VE TİCARET AHLAKI
Buhârî,Zekât,7,"Bu dünya malı göz alıcı ve tatlıdır. Kim bu mala cömert bir gönülle sahip olursa, malı bereketlenir. Ama kim de hırs ve tamah dolu bir kalple bu malı isterse, malının bereketi kaçar.","Sabır, Tevekkül ve Manevi Olgunluk",18.09.2020,BEREKET: MANEVİ BOLLUK
Buhârî,Zekât,7,"Böyleleri iyilik yapsın, kendisini kötülükten alıkoysun. Çünkü bu da onun için bir sadakadır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",19.06.2015,VAKİT İYİLİK VAKTİ: BU RAMAZAN VE HER ZAMAN
Buhârî,Zekât,7,Yarım hurmayla da olsa cehennemden korunun.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",24.06.2016,ARINMA VESİLESİ: ZEKÂT VE İNFAK
Buhârî,Îdeyn,7,"Bugün ilk işimiz, bayram namazı kılmak, sonra da kurban kesmektir. Kim böyle yaparsa sünnetimize uymuş olur.","Ramazan, Oruç ve Bayramlar",06.06.2025,KURBAN BAYRAMI: ALLAH’IN KULLARINA İHSAN VE İKRAMI
Buhârî,Îdeyn,7,"Bugün ilk işimiz, bayram namazını kılmak, sonra da kurban kesmektir. Böyle yapanlar sünnetimize uygun davranmış olur.","Ramazan, Oruç ve Bayramlar",11.08.2019,KURBAN BAYRAMI
Buhârî,Îdeyn,7,"Bugün ilk işimiz, bayram namazı kılmak, sonra dönüp kurban kesmektir. Kim böyle yaparsa sünnetimize uymuş olur.","Ramazan, Oruç ve Bayramlar",16.06.2024,KURBAN BAYRAMI
Buhârî,Îdeyn,7,"Bugün ilk işimiz, bayram namazı kılmak, sonra da kurban kesmektir. Böyle yapanlar, sünnetimize uygun davranmış olur.","Ramazan, Oruç ve Bayramlar",24.09.2015,KURBAN BAYRAMI
Buhârî,Îdeyn,7,"Bugün ilk işimiz, bayram namazını kılmak, sonra dönüp kurban kesmektir. Kim böyle yaparsa sünnetimize uymuş olur","Ramazan, Oruç ve Bayramlar",27.05.2026,KURBAN BAYRAMI
Buhârî,Îdeyn,7,"Bugün ilk işimiz, bayram namazı kılmak, sonra dönüp kurban kesmektir. Kim böyle yaparsa sünnetimize uymuş olur.","Ramazan, Oruç ve Bayramlar",28.06.2023,KURBAN BAYRAMI: KARDEŞLİK VE YARDIMLAŞMA GÜNLERİ
Buhârî,Îdeyn,7,"Bugün ilk işimiz, bayram namazı kılmak, sonra dönüp kurban kesmektir. Kim böyle yaparsa sünnetimize uymuş olur.","Ramazan, Oruç ve Bayramlar",31.07.2020,KURBAN BAYRAMI: TAKVA YOLCULUĞU
Müslim,Zekât,7,"Fakat onun yediği haram, içtiği haram, giydiği haram, gıdası haram idi. Peki, böyle birisinin duası nasıl kabul edilsin?","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",02.11.2018,TEMİZ GIDA TEMİZ NESİL
Müslim,Zekât,7,"Kim sabrederse, Allah da ona dayanma gücü verir. Hiç kimseye sabırdan daha hayırlı ve daha geniş bir ikram verilmemiştir.","Sabır, Tevekkül ve Manevi Olgunluk",03.07.2020,SABRIN SONU SELAMETTİR
Müslim,Zekât,7,"Ey Âdemoğlu! İnfak et ki, ben de sana infak edeyim.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",10.05.2019,RAMAZAN VE İNFAK
Müslim,Zekât,7,Her iyilik sadakadır.,"Ahlak, Erdem ve Söz",20.03.2015,İNSANI İYİLİK YAŞATIR
Müslim,Zekât,7,"Yediği haram, içtiği haram, giydiği haram bir kimsenin duasına Allah cevap verir mi?","Ekonomik Hayat: Kazanç, Zekat ve İsraf",26.09.2014,İŞ VE TİCARET AHLAKI-ÂHİLİK
Müslim,Zekât,7,Emanetleri ehline verin,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",26.09.2014,İŞ VE TİCARET AHLAKI-ÂHİLİK
Müslim,Zekât,7,"Ey Âdemoğlu! İnfak et ki, ben de sana infak edeyim.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",30.04.2021,İNFAK TOPLUMUN ŞİFASIDIR
Müslim,Zühd,7,"Her kim Allah için bir mescit inşa ederse, Allah da ona cennette benzeri bir köşk ihsan eder.",İbadet ve Kulluk,19.05.2017,GERÇEK ÖZGÜRLÜK: ALLAH’A KULLUK
Müslim,Zühd,7,Müminin hali ne hoştur! Her hali kendisi için hayırlıdır ve bu durum yalnız mümine mahsustur. Başına güzel bir iş geldiğinde şükreder; bu onun için hayır olur. Başına bir sıkıntı geldiğinde sabreder; bu da onun için hayır olur.,"Sabır, Tevekkül ve Manevi Olgunluk",22.11.2019,MUSİBETLER KARŞISINDA MÜMİNİN TAVRI
Müslim,Zühd,7,"Her kim Allah için bir mescit bina ederse, Allah da ona cennette bu mescidin benzeri bir köşk bina eder.","Vatan, Millet ve Tarih",24.07.2020,"AYASOFYA: FETHİN NİŞANESİ, FATİH’İN EMANETİ"
Müslim,Zühd,7,"Her kim Allah için bir mescit bina ederse, Allah da ona cennette bu mescidin bir benzerini bina eder.",İbadet ve Kulluk,24.07.2020,"AYASOFYA: FETHİN NİŞANESİ, FATİH’İN EMANETİ"
Müslim,Zühd,7,Müminin durumu ne hoştur! Her hâli kendisi için hayırlıdır. Bu durum yalnız mümine mahsustur. Başına sevinecek bir hâl geldiğinde şükreder; bu onun için hayır olur. Başına bir sıkıntı geldiğinde sabreder; bu da onun için hayır olur.,"Sabır, Tevekkül ve Manevi Olgunluk",26.02.2021,ZOR ZAMANLARDA MANEVİYATIMIZDAN DESTEK ALMAK
Müslim,Zühd,7,Müminin durumu ne hoştur! Her hâli kendisi için hayırlıdır. Bu durum yalnız mümine mahsustur. Başına sevinecek bir hâl geldiğinde şükreder; bu onun için hayır olur. Başına bir sıkıntı geldiğinde sabreder; bu da onun için hayır olur.,"Afet, Kriz ve Sağlık",27.03.2020,ZORLUKLAR KARŞISINDA MÜMİN
Müslim,Zühd,7,Müminin durumu ne hoştur! Her hâli kendisi için hayırlıdır. Bu durum sadece mümine hastır. Bir nimetle karşılaştığında şükreder; bu onun için hayır olur. Bir musibetle karşılaştığında ise sabreder; bu da onun için hayır olur.,"Afet, Kriz ve Sağlık",31.01.2020,AFETLERE KARŞI BİLİNÇLİ OLALIM
Tirmizî,Deavât,7,"Dua, ibadetin özüdür.",İbadet ve Kulluk,10.02.2017,MÜMİNCE YAKARIŞIN ADI: DUA
Tirmizî,Deavât,7,Temizlik imanın yarısıdır,"Ramazan, Oruç ve Bayramlar",11.08.2019,KURBAN BAYRAMI
Tirmizî,Deavât,7,"Allahım! Sensin benim Rabbim, senden başka ilâh yok. Beni yarattın ben de senin kulunum. Ben gücüm yettiğince sana verdiğim sözün ve senin vaadin üzereyim. Yaptıklarımın şerrinden sana sığınırım. Üzerimdeki nimetini itiraf ediyorum. Ve günahımı da itiraf ediyorum. Beni, günahlarımı bağışla çünkü günahları senden başka affedecek hiç kimse yoktur.","İman, Tevhid ve Ahiret",14.12.2018,RAHMET VE MAĞFİRET KAPISI: TEVBE
Tirmizî,Deavât,7,Ey kalpleri bir halden diğer bir hale çeviren Rabbim! Benim kalbimi dinin üzere sabit kıl.,"İman, Tevhid ve Ahiret",21.02.2014,KALB-İ SELİM (III)
Tirmizî,Deavât,7,Temizlik imanın yarısıdır,"Ramazan, Oruç ve Bayramlar",21.08.2018,KURBAN BAYRAMI
Tirmizî,Deavât,7,"Zor zamanlarda duasının kabul edilmesini isteyen kişi, rahat zamanında çokça dua etsin.","Sabır, Tevekkül ve Manevi Olgunluk",26.02.2021,ZOR ZAMANLARDA MANEVİYATIMIZDAN DESTEK ALMAK
Tirmizî,Deavât,7,Temizlik imanın yarısıdır.,"Ramazan, Oruç ve Bayramlar",31.07.2020,KURBAN BAYRAMI: TAKVA YOLCULUĞU
İbn Mâce,Sunne,7,cennet gençlerinin efendileri,"Kandiller, Muharrem ve Mübarek Geceler",02.12.2011,KERBELA’YI ANLAMAK
İbn Mâce,Sunne,7,cennet gençlerinin efendisi,"Kandiller, Muharrem ve Mübarek Geceler",07.10.2016,YÜREKLERİMİZİ SAHRÂ-I KERBELÂ’YA DÖNÜŞTÜRMEYELİM
İbn Mâce,Sunne,7,cennet gençlerinin efendileri,"Kandiller, Muharrem ve Mübarek Geceler",08.11.2013,MUHARREM AYI VE KERBELÂ
İbn Mâce,Sunne,7,"Allahım! Fayda vermeyen ilimden, kabul edilmeyen duadan, korkmayan kalpten ve doymayan nefisten sana sığınırım.","Ahlak, Erdem ve Söz",12.09.2014,BİLGİ AHLÂKI
İbn Mâce,Sunne,7,cennet gençlerinin efendisi,"Kandiller, Muharrem ve Mübarek Geceler",23.10.2015,KERBELÂ’YI DOĞRU ANLAMAK
İbn Mâce,Sunne,7,"Kim, güzel bir işe öncülük ederse hem kendi yaptığının sevabını hem de kendisinden sonra o işi yapanların sevaplarını alır. Üstelik onların sevaplarından da bir şey eksilmez...","Vatan, Millet ve Tarih",29.05.2026,FETİH RUHU VE VAKIF MEDENİYETİ
İbn Mâce,Sunne,7,cennet gençlerinin efendileri,"Kandiller, Muharrem ve Mübarek Geceler",31.10.2014,ORTAK HÜZÜN VE İBRET AYI: MUHARREM
İbn Mâce,Zühd,7,"Müminlerin en akıllıları, ölümü en çok hatırlayanlar ve ölümden sonrası için en güzel şekilde hazırlananlardır.","İman, Tevhid ve Ahiret",01.07.2022,AHİRET GÜNÜ VE HESAP VERME BİLİNCİ
İbn Mâce,Zühd,7,Her dinin kendine özgü bir ahlakı vardır; İslam ahlakının özü hayâdır.,Peygamberimiz ve Ashab,04.09.2026,PEYGAMBERİMİZ VE GÜZEL AHLAK
İbn Mâce,Zühd,7,"Günahından tövbe eden, hiç günahı olmayan kimse gibidir.","İman, Tevhid ve Ahiret",07.01.2022,TÖVBE: GÜNAHLARDAN ARINMA İRADESİ
İbn Mâce,Zühd,7,Kardeşlerim! Ölüm için hazırlık yapın.,"İman, Tevhid ve Ahiret",24.12.2021,AHİRET DAHA HAYIRLI VE SÜREKLİDİR
İbn Mâce,Zühd,7,İslâm ahlâkının özü hayâdır,"Ahlak, Erdem ve Söz",25.01.2019,İSLAM AHLÂKININ ÖZÜ HAYÂDIR
İbn Mâce,Zühd,7,Âdemoğullarının hepsi hata yapar; hata yapanların en hayırlısı ise hatasına tövbe edendir.,"Sabır, Tevekkül ve Manevi Olgunluk",27.12.2024,"HATA YAPANLARIN EN HAYIRLISI, HATASINA TÖVBE EDENDİR"
İbn Mâce,Zühd,7,"Bir kulun kalbinde ümit ve korku bir arada olunca, Allah ona umduğunu verir, korktuğundan da onu emin kılar.","İman, Tevhid ve Ahiret",30.01.2026,TÖVBEYE YÖNELMEK
Buhârî,Cenâiz,6,Allah rızasını umarak ailene yaptığın her harcamadan muhakkak sevap alırsın.,"Aile, Çocuk ve Nesil",12.09.2025,PEYGAMBERİMİZ VE AİLE AHLAKI
Buhârî,Cenâiz,6,"Sabır, musibet ilk başa geldiği anda ortaya konulan tavırdır.","Sabır, Tevekkül ve Manevi Olgunluk",12.12.2014,"MUSİBETLER KARŞISINDA SABIR, MÜMİNCE BİR TAVIRDIR"
Buhârî,Cenâiz,6,"Akan bu gözyaşları merhamettendir. Göz ağlar, kalp hüzünlenir. Ama biz ancak Rabbimizin razı olacağı şeyleri söyleriz.","Sabır, Tevekkül ve Manevi Olgunluk",12.12.2014,"MUSİBETLER KARŞISINDA SABIR, MÜMİNCE BİR TAVIRDIR"
Buhârî,Cenâiz,6,"Müslümanın müslüman üzerindeki hakkı beştir: Selamını almak, hastalandığında ziyaret etmek, cenazesine katılmak, davet ettiğinde gitmek ve ona her fırsatta dua etmektir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",13.04.2012,KARDEŞLİK AHLAKI VE HUKUKU
Buhârî,Cenâiz,6,"Gerçek sabır, musibetin geldiği ilk anda gösterilen sabırdır.","Sabır, Tevekkül ve Manevi Olgunluk",22.11.2019,MUSİBETLER KARŞISINDA MÜMİNİN TAVRI
Buhârî,Cenâiz,6,Sabır ancak (musibetin) ilk vurduğu andadır.,"Afet, Kriz ve Sağlık",28.10.2011,MÜMİNLER TEK BİR VÜCUT GİBİDİR
Buhârî,Megâzî,6,"Sevinin ve sizi sevindirecek nimetleri bekleyin! Vallahi sizin için fakirlikten korkmam. Ancak ben, sizden önceki ümmetlerin önüne dünya nimetleri serildiği gibi sizin önünüze de serilmesinden, onların o dünya nimetleri için yanıp tutuştukları gibi sizin de yanıp tutuşmanızdan ve bunun onları helâk ettiği gibi sizleri de helâk etmesinden korkarım.","Sabır, Tevekkül ve Manevi Olgunluk",01.11.2019,DÜNYEVİLEŞMEK: GEÇİCİ OLANA GÖNÜL VERMEK
Buhârî,Megâzî,6,Makamı Firdevs cenneti olan babacığım!,"Ahlak, Erdem ve Söz",03.03.2017,FİRDEVS CENNETİNE MİRASÇI OLMAK
Buhârî,Megâzî,6,"Uhud bizi sever, biz de onu severiz.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",03.06.2022,ÇEVREYE VEFA MÜMİNİN ŞİARIDIR
Buhârî,Megâzî,6,"Uhud bizi sever, biz de onu severiz","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",04.10.2019,DÜNYA EVİMİZ BİZE EMANETTİR
Buhârî,Megâzî,6,"Gün, merhamet günüdür. Gün, kan akıtmanın haram olduğu gündür…",Peygamberimiz ve Ashab,18.12.2015,RAHMET VE MERHAMET YÜKLÜ ADALET PEYGAMBERİ
Buhârî,Megâzî,6,"Kolaylaştırın, zorlaştırmayın! Müjdeleyin, nefret ettirmeyin!","Ekonomik Hayat: Kazanç, Zekat ve İsraf",24.06.2016,ARINMA VESİLESİ: ZEKÂT VE İNFAK
Buhârî,Mezâlim,6,Yolda insanlara eziyet veren bir şeyi kaldırıp atman sadakadır.,"Ahlak, Erdem ve Söz",04.04.2014,DOĞRULUK VE SADAKA
Buhârî,Mezâlim,6,"Müminler, birbirini destekleyen bir binanın tuğlaları gibidir.","Ahlak, Erdem ve Söz",06.06.2025,MÜSLÜMANIN BİR DURUŞU VARDIR
Buhârî,Mezâlim,6,"Zulüm, kıyâmet günü (sahibini saran) karanlıklar (olacak)tır","Ramazan, Oruç ve Bayramlar",16.08.2013,"MAZLUMUN AHI, TİTRETİR ARŞ-I RAHMAN’I"
Buhârî,Mezâlim,6,"Zulüm, zalim için kıyamet gününde zifiri karanlıktır.",İslam Coğrafyası ve Küresel Meseleler,20.10.2023,RAHMET VE SEKİNET MÜJDESİ: İNŞİRÂH SURESİ
Buhârî,Mezâlim,6,"Zulüm, zalim için kıyamet gününde zifiri karanlık olacaktır.",İslam Coğrafyası ve Küresel Meseleler,21.05.2021,ZULÜM CEZASIZ KALMAZ
Buhârî,Mezâlim,6,"Müslüman müslümanın kardeşidir. Ona zulmetmez, ihanet etmez, yalan söylemez ve onu sıkıntıda bırakmaz. Müslümanın kanı (canı), namusu ve malı dokunulmazdır, saygındır…","Aile, Çocuk ve Nesil",25.11.2011,"EŞİMİZ, EVLADIMIZ, ANNEMİZ: KADIN"
Buhârî,Talâk,6,Ben ve yetime kol kanat geren kimse cennette yan yana olacağız.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",11.07.2014,KİMSESİZLERİN KİMSESİ OLABİLMEK
Buhârî,Talâk,6,"Yetime kol kanat geren kimse ile ben, cennette böyle yan yana olacağız","Toplumsal Dayanışma, Merhamet ve Kardeşlik",14.08.2026,HER YETİM BİR EMANET
Buhârî,Talâk,6,"Ben ve yetime kol kanat geren kimse, cennette böyle yan yana olacağız","Toplumsal Dayanışma, Merhamet ve Kardeşlik",23.04.2021,YETİM: CENÂB-I HAKK’IN İNSANLIĞA EMANETİ
