"id","tarih","baslik","ana_kategori","ikincil_kategoriler","cerceve","ton","muhatap","eylem_cagrisi"
"2023-09-15","15.09.2023","AHÎLİK: DÜRÜSTLÜK VE MERHAMETİ TİCARETE HÂKİM KILMAK","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"2023-09-22","22.09.2023","MEVLİD-İ NEBİ","Peygamberimiz ve Ashab","Kandiller, Muharrem ve Mübarek Geceler","birey","teşvik; bilgilendirme","genel","ahlaki; katılım"
"2023-09-29","29.09.2023","PEYGAMBERİMİZ, İMAN VE İSTİKAMET","Ahlak, Erdem ve Söz","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ahlaki"
"2023-10-06","06.10.2023","CAMİLER  VE DİN GÖREVLİLERİ: HAYRIN ANAHTARI, ŞERRİN KİLİDİ","İbadet ve Kulluk","","cemaat-toplum","bilgilendirme; teşvik","genel","katılım"
"2023-10-13","13.10.2023","ZULÜMLE ÂBÂD OLUNMAZ","İslam Coğrafyası ve Küresel Meseleler","","cemaat-toplum","kınama; teselli","ümmet","maddi; ritüel"
"2023-10-20","20.10.2023","RAHMET VE SEKİNET MÜJDESİ: İNŞİRÂH SURESİ","İslam Coğrafyası ve Küresel Meseleler","Kur'an-ı Kerim","cemaat-toplum","teselli; kınama","ümmet","ritüel; ahlaki"
"2023-10-27","27.10.2023","VATAN MİLLET SEVDASIYLA NİCE YÜZYILLARA","Vatan, Millet ve Tarih","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; kınama","millet","maddi; ahlaki"
"2023-11-03","03.11.2023","ZULME RIZA GÖSTERMEK ZULÜMDÜR","İslam Coğrafyası ve Küresel Meseleler","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","kınama; teşvik","ümmet","ahlaki; ritüel"
"2023-11-10","10.11.2023","AZİM VE GAYRET SAHİBİ BİR MÜMİN OLABİLMEK","Ahlak, Erdem ve Söz","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2023-11-17","17.11.2023","İMAN, İBADET VE AHLAK BÜTÜNLÜĞÜ","Ahlak, Erdem ve Söz","İman, Tevhid ve Ahiret; İbadet ve Kulluk","birey","bilgilendirme; teşvik","genel","ahlaki"
"2023-11-24","24.11.2023","İSLAM, ŞEFKAT VE MERHAMETİ EMREDER","Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler; Aile, Çocuk ve Nesil","cemaat-toplum","uyarı; teselli","genel","ahlaki"
"2023-12-01","01.12.2023","İNSAN, ÖZÜ İTİBARİYLE DEĞERLİDİR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"2023-12-08","08.12.2023","BİZ, TEK BİR ÜMMETİZ","Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; kınama","ümmet","ahlaki"
"2023-12-15","15.12.2023","ADALET: HER HAK SAHİBİNE HAKKINI VERMEK","Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler; İman, Tevhid ve Ahiret","cemaat-toplum","bilgilendirme; kınama","genel","ahlaki"
"2023-12-22","22.12.2023","MÜMİNLERİN EBEDİ YURDU: CENNET","İman, Tevhid ve Ahiret","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","genel","ahlaki; ritüel"
"2023-12-29","29.12.2023","MUHASEBE BİLİNCİYLE BİR ÖMÜR GEÇİRMEK","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret; Vatan, Millet ve Tarih","birey","uyarı; teşvik","genel","ahlaki"
"2024-01-05","05.01.2024","RAHMET VE MAĞFİRET İKLİMİ: ÜÇ AYLAR","Kandiller, Muharrem ve Mübarek Geceler","İman, Tevhid ve Ahiret","birey","teşvik; bilgilendirme","genel","ritüel; ahlaki"
"2024-01-12","12.01.2024","ALLAH'IN RAHMET VE İNAYETİNE SIĞINMANIN ADI: EÛZÜ-BESMELE","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"2024-01-19","19.01.2024","BİZİ GÜÇLÜ KILAN, BİRLİK VE BERABERLİĞİMİZDİR","Vatan, Millet ve Tarih","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; teselli","millet","ahlaki; ritüel"
"2024-01-26","26.01.2024","MÜLK SÛRESİNDEN MESAJLAR","İslam Coğrafyası ve Küresel Meseleler","İman, Tevhid ve Ahiret","cemaat-toplum","bilgilendirme; kınama","ümmet","ahlaki; ritüel"
"2024-02-02","02.02.2024","RABBİMİZ, MÜMİNLERİ YALNIZ VE YARDIMSIZ BIRAKMAZ","İslam Coğrafyası ve Küresel Meseleler","Afet, Kriz ve Sağlık; Kandiller, Muharrem ve Mübarek Geceler","cemaat-toplum","teselli; kınama","ümmet","maddi; ritüel"
"2024-02-09","09.02.2024","HAYATI DEĞERLİ KILAN ÖLÇÜ: İMAN","İman, Tevhid ve Ahiret","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2024-02-16","16.02.2024","DÜNYAYI BARIŞ VE İTİDALE ÇAĞIRIYORUZ","İslam Coğrafyası ve Küresel Meseleler","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","kınama; teşvik","ümmet","ahlaki; ritüel"
"2024-02-23","23.02.2024","BERAT GECESİ: GÜNAHLARDAN ARINMA VESİLESİ","Kandiller, Muharrem ve Mübarek Geceler","İman, Tevhid ve Ahiret","birey","teşvik; bilgilendirme","genel","ritüel; ahlaki"
"2024-03-01","01.03.2024","ZARARLI ALIŞKANLIKLARIN ESİRİ OLMAYALIM","Afet, Kriz ve Sağlık","","cemaat-toplum","uyarı; teşvik","gençler","ahlaki"
"2024-03-08","08.03.2024","RAMAZAN GELİYOR! HAZIR MIYIZ?","Ramazan, Oruç ve Bayramlar","İslam Coğrafyası ve Küresel Meseleler; Ekonomik Hayat: Kazanç, Zekat ve İsraf","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel; maddi"
"2024-03-15","15.03.2024","ORUÇ, BEDENİMİZE SIHHAT, GÖNLÜMÜZE SEKİNET VERİR","Ramazan, Oruç ve Bayramlar","Vatan, Millet ve Tarih; İslam Coğrafyası ve Küresel Meseleler","birey","bilgilendirme; teşvik","genel","ritüel; maddi"
"2024-03-22","22.03.2024","RAMAZAN VE AHİRET BİLİNCİ","İman, Tevhid ve Ahiret","","birey","bilgilendirme; uyarı","genel","ahlaki"
"2024-03-29","29.03.2024","KARDEŞLİĞİMİZ ZEKÂTLA BEREKETLENSİN","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","maddi"
"2024-04-05","05.04.2024","KADİR GECESİ: KUR'AN'LA AYDINLANAN GECE","Ramazan, Oruç ve Bayramlar","Kur'an-ı Kerim","birey","teşvik; bilgilendirme","genel","ritüel; ahlaki"
"2024-04-10","10.04.2024","RAMAZAN BAYRAMI: BİRLİK, BERABERLİK VE KARDEŞLİK GÜNLERİ","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik; İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; teselli","genel","ritüel; ahlaki"
"2024-04-12","12.04.2024","GÖZÜMÜZÜN NURU: NAMAZ","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"2024-04-19","19.04.2024","HAYATIN HER ALANINDA ÖFKEMİZE HÂKİM OLALIM","Ahlak, Erdem ve Söz","","birey","uyarı; teşvik","genel","ahlaki"
"2024-04-26","26.04.2024","HER İŞİN BİR AHLAKI VARDIR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"2024-05-03","03.05.2024","DUA: RABBİMİZE SIĞINMANIN SÖZLÜ İFADESİ","İbadet ve Kulluk","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ritüel"
"2024-05-10","10.05.2024","MEDENİYETİMİZ, VAKIF MEDENİYETİDİR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"2024-05-17","17.05.2024","AİLEMİZ: HUZUR VE GÜVEN KAYNAĞIMIZ","Aile, Çocuk ve Nesil","","aile","teşvik; uyarı","aileler","ahlaki"
"2024-05-24","24.05.2024","İSLAM MEFKÛRESİNİ DİRİ TUTALIM","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ahlaki"
"2024-05-31","31.05.2024","HARAM: ALLAH İLE KUL ARASINDAKİ EN BÜYÜK ENGEL","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","uyarı; bilgilendirme","genel","ahlaki"
"2024-06-07","07.06.2024","KURBAN: RABBİMİZE VE KARDEŞLERİMİZE YAKINLAŞMANIN VESİLESİ","Ramazan, Oruç ve Bayramlar","","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"2024-06-14","14.06.2024","İNSANI İHYA, TOPLUMU İNŞA EDEN İBADET: HAC","İbadet ve Kulluk","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ritüel"
"2024-06-16","16.06.2024","KURBAN BAYRAMI","Ramazan, Oruç ve Bayramlar","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; teselli","genel","ritüel; ahlaki"
"2024-06-21","21.06.2024","YAZA KUR'AN'LA MERHABA","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Kur'an-ı Kerim; Aile, Çocuk ve Nesil","aile","teşvik; bilgilendirme","aileler","katılım"
"2024-06-28","28.06.2024","İSLAM, İNANDIĞIMIZ GİBİ YAŞAMAYI BİZE EMREDER","Ahlak, Erdem ve Söz","Aile, Çocuk ve Nesil","birey","teşvik; bilgilendirme","genel","ahlaki"
"2024-07-05","05.07.2024","ZARÛRÂT-I HAMSEYİ MUHAFAZA EDELİM","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Kandiller, Muharrem ve Mübarek Geceler","cemaat-toplum","bilgilendirme; teşvik","genel","ahlaki"
"2024-07-12","12.07.2024","15 TEMMUZ: MİLLETİMİZİN DESTANSI ZAFERİ","Vatan, Millet ve Tarih","Kandiller, Muharrem ve Mübarek Geceler","cemaat-toplum","teşvik; uyarı","millet","ahlaki; ritüel"
"2024-07-19","19.07.2024","MÜSLÜMAN TAKVA SAHİBİDİR","Ahlak, Erdem ve Söz","","birey","bilgilendirme; teşvik","genel","ahlaki"
"2024-07-26","26.07.2024","CENNET VESİLEMİZ, AİLE BÜYÜKLERİMİZ","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; uyarı","aileler","ahlaki"
"2024-08-02","02.08.2024","TEBBET SÛRESİNDEN MESAJLAR","İslam Coğrafyası ve Küresel Meseleler","Kur'an-ı Kerim","cemaat-toplum","kınama; teselli","ümmet","ahlaki; ritüel"
"2024-08-09","09.08.2024","VEHEN: BİRLİK VE BERABERLİĞİMİZİN ÖNÜNDEKİ BÜYÜK ENGEL","İman, Tevhid ve Ahiret","Ahlak, Erdem ve Söz","cemaat-toplum","uyarı; teşvik","ümmet","ahlaki"
"2024-08-16","16.08.2024","ÇEVREMİZ BİZE EMANETTİR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","birey","bilgilendirme; uyarı","genel","ahlaki"
"2024-08-23","23.08.2024","ÂDÂB-I MUÂŞERETTE DE REHBERİMİZ ALLAH RESÛLÜ (S.A.S)'DİR","Peygamberimiz ve Ashab","Ahlak, Erdem ve Söz","birey","bilgilendirme; teşvik","genel","ahlaki"
"2024-08-30","30.08.2024","BİZİ BİZ YAPAN, BİZİ MİLLET KILAN RUH","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ahlaki"
"2024-09-06","06.09.2024","İLİM VE EĞİTİM, AHLAKLA YÜCELİR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","cemaat-toplum","teşvik; bilgilendirme","genel","katılım; ahlaki"
"2024-09-13","13.09.2024","MEVLİD-İ NEBİ","Peygamberimiz ve Ashab","Kandiller, Muharrem ve Mübarek Geceler","cemaat-toplum","teşvik; kınama","ümmet","ahlaki; katılım"
"2024-09-20","20.09.2024","PEYGAMBERİMİZ (S.A.S) VE ŞAHSİYET İNŞASI","Ahlak, Erdem ve Söz","İman, Tevhid ve Ahiret","birey","bilgilendirme; teşvik","genel","ahlaki"
"2024-09-27","27.09.2024","ŞAHSİYETİMİZİ İMAR EDEN KUTLU MEKÂN: CAMİ","İbadet ve Kulluk","","cemaat-toplum","bilgilendirme; teşvik","genel","katılım; ritüel"
"2024-10-04","04.10.2024","ZULÜM ASLA PAYİDAR OLMAZ","İslam Coğrafyası ve Küresel Meseleler","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","kınama; teşvik","ümmet","ahlaki"
"2024-10-11","11.10.2024","KÖTÜLÜĞE İYİLİKLE ENGEL OLALIM","Ahlak, Erdem ve Söz","","birey","teşvik; uyarı","genel","ahlaki"
"2024-10-18","18.10.2024","ALLAH'I, ÖLÜMÜ VE AHİRETİ UNUTMADAN BİR ÖMÜR SÜRELİM","İman, Tevhid ve Ahiret","","birey","uyarı; bilgilendirme","genel","ahlaki"
"2024-10-25","25.10.2024","VATAN MÜDAFAASI MUKADDESTİR","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; kınama","millet","ahlaki"
"2024-11-01","01.11.2024","HER CANIN DOKUNULMAZLIĞI VARDIR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler; Peygamberimiz ve Ashab","cemaat-toplum","uyarı; kınama","genel","ahlaki"
"2024-11-08","08.11.2024","MERHAMET EDEN MERHAMET BULUR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; uyarı","genel","ahlaki"
"2024-11-15","15.11.2024","ÂDÂB VE ERKÂNIYLA CUMA NAMAZI","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"2024-11-22","22.11.2024","İLİM İZZETE, ŞİDDET ZİLLETE GÖTÜRÜR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; uyarı","genel","ahlaki"
"2024-11-29","29.11.2024","MADDİ VE MANEVİ TÜKENİŞ: KUMAR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","uyarı; bilgilendirme","gençler","ahlaki"
"2024-12-06","06.12.2024","MİRAS: SINIRLARINI ALLAH'IN BELİRLEDİĞİ HAK","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","aile","bilgilendirme; uyarı","aileler","ahlaki"
"2024-12-13","13.12.2024","HER ZORLUKTAN SONRA KOLAYLIK VARDIR","Peygamberimiz ve Ashab","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"2024-12-20","20.12.2024","MİLLİ VE MANEVİ DEĞERLERİMİZİ MUHAFAZA EDELİM","İman, Tevhid ve Ahiret","Vatan, Millet ve Tarih","birey","uyarı; bilgilendirme","genel","ahlaki"
"2024-12-27","27.12.2024","HATA YAPANLARIN EN HAYIRLISI, HATASINA TÖVBE EDENDİR","Sabır, Tevekkül ve Manevi Olgunluk","Kandiller, Muharrem ve Mübarek Geceler; İman, Tevhid ve Ahiret","birey","uyarı; teşvik","genel","ahlaki"
"2025-01-03","03.01.2025","MÜMİNİN HAYATINDA UMUTSUZLUĞA YER YOKTUR","Sabır, Tevekkül ve Manevi Olgunluk","İslam Coğrafyası ve Küresel Meseleler","birey","teşvik; teselli","genel","ahlaki"
"2025-01-10","10.01.2025","FITRATI KORUMAK, AİLEYİ KORUMAKTIR","Aile, Çocuk ve Nesil","","aile","uyarı; teşvik","aileler","ahlaki"
"2025-01-17","17.01.2025","İSLAM, VARLIK SEBEBİMİZDİR","İman, Tevhid ve Ahiret","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ahlaki"
"2025-01-24","24.01.2025","MİRACIN HEDİYESİ, DİNİMİZİN DİREĞİ NAMAZ","Kandiller, Muharrem ve Mübarek Geceler","İbadet ve Kulluk","birey","teşvik; bilgilendirme","genel","ritüel"
"2025-01-31","31.01.2025","EBEDİYET YOLCUSUNU UĞURLARKEN","İbadet ve Kulluk","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","bilgilendirme; teselli","genel","ritüel; ahlaki"
"2025-02-07","07.02.2025","DİL, İNSANIN YA CENNETİ YA DA CEHENNEMİDİR","Ahlak, Erdem ve Söz","","birey","uyarı; teşvik","genel","ahlaki"
"2025-02-14","14.02.2025","MAHREMİYET, İNSANI SAYGIN KILAR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Aile, Çocuk ve Nesil","aile","uyarı; bilgilendirme","aileler","ahlaki"
"2025-02-21","21.02.2025","GAYBIN BİLGİSİ YALNIZCA ALLAH'A AİTTİR","İman, Tevhid ve Ahiret","","birey","uyarı; bilgilendirme","genel","ahlaki"
"2025-02-28","28.02.2025","RAHMET VE MAĞFİRET MEVSİMİNE GİRERKEN","Ramazan, Oruç ve Bayramlar","","birey","teşvik; bilgilendirme","genel","ritüel"
"2025-03-07","07.03.2025","İYİLİK AYI RAMAZAN","Ramazan, Oruç ve Bayramlar","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","genel","ahlaki"
"2025-03-14","14.03.2025","İYİLİK KÖPRÜSÜ: ZEKÂT VE FITIR SADAKASI","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","maddi"
"2025-03-21","21.03.2025","İNFAK VE KUR'AN AYI RAMAZAN","Ramazan, Oruç ve Bayramlar","Ekonomik Hayat: Kazanç, Zekat ve İsraf; Kandiller, Muharrem ve Mübarek Geceler","birey","teşvik; bilgilendirme","genel","maddi; ritüel"
"2025-03-28","28.03.2025","RAMAZAN'A VEDA EDERKEN","Ramazan, Oruç ve Bayramlar","İbadet ve Kulluk","birey","teşvik; bilgilendirme","genel","ahlaki; ritüel"
"2025-03-30","30.03.2025","RAMAZAN BAYRAMI: SEVİNÇ VE KARDEŞLİK GÜNLERİ","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik; İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; teselli","genel","ritüel; ahlaki"
"2025-04-04","04.04.2025","GÜÇLÜ BİR TOPLUMUN İNŞASINDA ANNE BABANIN ROLÜ","Aile, Çocuk ve Nesil","","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2025-04-11","11.04.2025","ÜMMET OLMAK, BİRLİK OLMAKTIR","İslam Coğrafyası ve Küresel Meseleler","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","kınama; teşvik","ümmet","ahlaki"
"2025-04-18","18.04.2025","HUCURÂT SÛRESİ: ERDEMLİ BİR TOPLUMUN İNŞASI","Ahlak, Erdem ve Söz","","birey","bilgilendirme; teşvik","genel","ahlaki"
"2025-04-25","25.04.2025","ALIN TERİ MUKADDESTİR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"2025-05-02","02.05.2025","NEFSİ VE NESLİ İFSAT EDEN BÜYÜK GÜNAH: ZİNA","Aile, Çocuk ve Nesil","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","aile","uyarı; kınama","gençler","ahlaki"
"2025-05-09","09.05.2025","VAKIF: YARATAN'A HÜRMET, YARATILANA MERHAMET","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"2025-05-16","16.05.2025","AİLE: GÜVEN, SADAKAT VE MERHAMET YUVASI","Aile, Çocuk ve Nesil","","aile","teşvik; uyarı","aileler","ahlaki"
"2025-05-23","23.05.2025","SADAKAT VE TESLİMİYETİN NİŞANESİ: KURBAN","Ramazan, Oruç ve Bayramlar","","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"2025-05-30","30.05.2025","YÂSÎN SÛRESİ: KUR'AN'IN KALBİ","İman, Tevhid ve Ahiret","Kur'an-ı Kerim","birey","bilgilendirme; teşvik","genel","ahlaki; ritüel"
"2025-06-06","06.06.2025","KURBAN BAYRAMI: ALLAH'IN KULLARINA İHSAN VE İKRAMI","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel; ahlaki"
"2025-06-13","13.06.2025","DÜĞÜN YAPMANIN DA BİR ÂDÂBI VARDIR","Aile, Çocuk ve Nesil","","aile","uyarı; teşvik","aileler","ahlaki"
"2025-06-20","20.06.2025","HER YAZ YENİ BİR HEYECAN: CAMİ, ÇOCUK VE KUR'AN","Aile, Çocuk ve Nesil","Kur'an-ı Kerim; Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","aile","teşvik; uyarı","aileler","katılım"
"2025-06-27","27.06.2025","KAMU HAKKI DOKUNULMAZDIR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","uyarı; bilgilendirme","genel","ahlaki"
"2025-07-04","04.07.2025","GEÇMİŞE İBRETLE GELECEĞE FERASETLE BAKALIM","Kandiller, Muharrem ve Mübarek Geceler","","cemaat-toplum","bilgilendirme; teşvik","ümmet","ritüel; ahlaki"
"2025-07-11","11.07.2025","SAHİH DİNİ BİLGİNİN ÖNEMİ","Vatan, Millet ve Tarih","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","cemaat-toplum","teşvik; uyarı","millet","ahlaki"
"2025-07-18","18.07.2025","SUYUMUZU İSRAF ETMEYELİM","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","birey","uyarı; bilgilendirme","genel","ahlaki"
"2025-07-25","25.07.2025","GAZZE: İNSANLIĞIN ONUR SINAVI","İslam Coğrafyası ve Küresel Meseleler","","cemaat-toplum","kınama; teşvik","ümmet","ahlaki; maddi"
"2025-08-01","01.08.2025","HAYÂ: ALLAH'IN EMRİ, FITRATIN GEREĞİ","Ahlak, Erdem ve Söz","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","birey","uyarı; teşvik","genel","ahlaki"
"2025-08-08","08.08.2025","SILA-İ RAHİMLE BEREKETLENEN TATİL","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","aile","teşvik; bilgilendirme","aileler","ahlaki"
"2025-08-15","15.08.2025","KUL HAKKI ATEŞTEN GÖMLEKTİR","Ahlak, Erdem ve Söz","Toplumsal Dayanışma, Merhamet ve Kardeşlik","birey","uyarı; bilgilendirme","genel","ahlaki"
"2025-08-22","22.08.2025","İBADET; RUHA SEKİNET, TOPLUMA HUZUR VERİR","İbadet ve Kulluk","Vatan, Millet ve Tarih","birey","teşvik; bilgilendirme","genel","ritüel"
"2025-08-29","29.08.2025","ÂLEMLERE RAHMET HZ. MUHAMMED (S.A.S)","Peygamberimiz ve Ashab","Aile, Çocuk ve Nesil; Vatan, Millet ve Tarih","birey","teşvik; bilgilendirme","genel","ahlaki"
"2025-09-05","05.09.2025","İLİM HAKKI BİLMEKTİR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","cemaat-toplum","teşvik; uyarı","genel","katılım; ahlaki"
"2025-09-12","12.09.2025","PEYGAMBERİMİZ VE AİLE AHLAKI","Aile, Çocuk ve Nesil","Peygamberimiz ve Ashab","aile","teşvik; uyarı","aileler","ahlaki"
"2025-09-19","19.09.2025","PEYGAMBERİMİZ (S.A.S) VE TİCARET AHLAKI","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"2025-09-26","26.09.2025","PEYGAMBERİMİZ (S.A.S), CAMİ VE NAMAZ","İbadet ve Kulluk","Peygamberimiz ve Ashab","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel; katılım"
"2025-10-03","03.10.2025","HENDEK'TEN GAZZE'YE: ZAFER İNANANLARINDIR","İslam Coğrafyası ve Küresel Meseleler","Peygamberimiz ve Ashab","cemaat-toplum","kınama; teşvik","ümmet","ahlaki; ritüel"
"2025-10-10","10.10.2025","CENÂB-I HAKK'IN NAZARGÂHI: KALP","İman, Tevhid ve Ahiret","Ahlak, Erdem ve Söz","birey","bilgilendirme; teşvik","genel","ahlaki; ritüel"
"2025-10-17","17.10.2025","MÜSLÜMANIN HAYATINA YÖN VEREN REHBER: SÜNNET-İ SENİYYE","Peygamberimiz ve Ashab","","birey","teşvik; bilgilendirme","genel","ahlaki"
"2025-10-24","24.10.2025","BİRLİKTE BEREKET, KARDEŞLİKTE RAHMET VARDIR","Vatan, Millet ve Tarih","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","millet","ahlaki"
"2025-10-31","31.10.2025","AİLEDE HUZURUN KAYNAĞI: MERHAMET VE MUHABBET","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; uyarı","aileler","ahlaki"
"2025-11-07","07.11.2025","VEFA İMANDANDIR","Ahlak, Erdem ve Söz","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ahlaki"
"2025-11-14","14.11.2025","VATAN VE MİLLET RUHUMUZ","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; teselli","millet","ahlaki"
"2025-11-21","21.11.2025","ŞİDDETİN ÇARESİ MERHAMET EĞİTİMİ","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","aile","uyarı; teşvik","aileler","ahlaki"
"2025-11-28","28.11.2025","FEDAKÂRLIĞIN ZİRVESİ: ÎSÂR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; uyarı","genel","ahlaki"
"2025-12-05","05.12.2025","İNSAN, HUZURU İBADETLE ELDE EDER","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel; ahlaki"
"2025-12-12","12.12.2025","İNSAN: KÂİNATIN GÖZBEBEĞİ","İman, Tevhid ve Ahiret","","birey","bilgilendirme; uyarı","genel","ahlaki"
"2025-12-19","19.12.2025","HER ANIMIZI EBEDİ KAZANCA DÖNÜŞTÜREBİLİRİZ","Sabır, Tevekkül ve Manevi Olgunluk","Kandiller, Muharrem ve Mübarek Geceler","aile","teşvik; uyarı","gençler","ahlaki"
"2025-12-26","26.12.2025","KİMLİĞİMİZ GELECEĞİMİZDİR","Vatan, Millet ve Tarih","Sabır, Tevekkül ve Manevi Olgunluk; İman, Tevhid ve Ahiret","cemaat-toplum","uyarı; bilgilendirme","genel","ahlaki"
"2026-01-09","09.01.2026","NAMAZ","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"2026-01-23","23.01.2026","AKRAN İLİŞKİLERİ","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","uyarı; teşvik","gençler","ahlaki"
